,TotalDrones,TotalTrucks,Method,SuccessfulNoBottlenecks_Count,SuccessfulNoBottlenecks_UniqueDrones,SuccessfulNoBottlenecks_AvoidanceManeuvers,SuccessfulNoBottlenecks_FlightTime,SuccessfulNoBottlenecks_FlightTimeInProximity,SuccessfulNoBottlenecks_FlightTimeHorizontal,SuccessfulNoBottlenecks_FlightTimeHorizontalProximity,SuccessfulNoBottlenecks_FlightTimeVertical,SuccessfulNoBottlenecks_FlightTimeVerticalProximity,SuccessfulBottlenecks_Count,SuccessfulBottlenecks_UniqueDrones,SuccessfulBottlenecks_AvoidanceManeuvers,SuccessfulBottlenecks_FlightTime,SuccessfulBottlenecks_FlightTimeInProximity,SuccessfulBottlenecks_FlightTimeHorizontal,SuccessfulBottlenecks_FlightTimeHorizontalProximity,SuccessfulBottlenecks_FlightTimeVertical,SuccessfulBottlenecks_FlightTimeVerticalProximity,UnsuccessfulNoBottlenecks_Count,UnsuccessfulNoBottlenecks_UniqueDrones,UnsuccessfulNoBottlenecks_AvoidanceManeuvers,UnsuccessfulNoBottlenecks_FlightTime,UnsuccessfulNoBottlenecks_FlightTimeInProximity,UnsuccessfulNoBottlenecks_FlightTimeHorizontal,UnsuccessfulNoBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulNoBottlenecks_FlightTimeVertical,UnsuccessfulNoBottlenecks_FlightTimeVerticalProximity,UnsuccessfulBottlenecks_Count,UnsuccessfulBottlenecks_UniqueDrones,UnsuccessfulBottlenecks_AvoidanceManeuvers,UnsuccessfulBottlenecks_FlightTime,UnsuccessfulBottlenecks_FlightTimeInProximity,UnsuccessfulBottlenecks_FlightTimeHorizontal,UnsuccessfulBottlenecks_FlightTimeHorizontalProximity,UnsuccessfulBottlenecks_FlightTimeVertical,UnsuccessfulBottlenecks_FlightTimeVerticalProximity,SuccessfulNoBottlenecks_AverageUniqueDroneEncounter,SuccessfulNoBottlenecks_AverageAvoidanceManeuvers,SuccessfulNoBottlenecks_PercentageTimeHorizontalProximity,SuccessfulNoBottlenecks_PercentageTimeVerticalProximity,SuccessfulBottlenecks_AverageUniqueDroneEncounter,SuccessfulBottlenecks_AverageAvoidanceManeuvers,SuccessfulBottlenecks_PercentageTimeHorizontalProximity,SuccessfulBottlenecks_PercentageTimeVerticalProximity,UnsuccessfulNoBottlenecks_AverageUniqueDroneEncounter,UnsuccessfulNoBottlenecks_AverageAvoidanceManeuvers,UnsuccessfulNoBottlenecks_PercentageTimeHorizontalProximity,UnsuccessfulNoBottlenecks_PercentageTimeVerticalProximity,UnsuccessfulBottlenecks_AverageUniqueDroneEncounter,UnsuccessfulBottlenecks_AverageAvoidanceManeuvers,UnsuccessfulBottlenecks_PercentageTimeHorizontalProximity,UnsuccessfulBottlenecks_PercentageTimeVerticalProximity,SuccessfulNoBottlenecks_Percentage,SuccessfulBottlenecks_Percentage,UnsuccessfulNoBottlenecks_Percentage,UnsuccessfulBottlenecks_Percentage
1606,150,25,Random,150,1710,138824,23304.52,9396.275,17363.26,6616.447,2049.578,1043.383,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,925.4933333333333,28.391260579492734,50.90721114297675,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1607,200,25,Random,198,3113,217973,30166.14,13794.07,22202.38,9541.292,2666.904,1441.923,2,44,3791,326.0067,150.8171,244.2438,106.2996,35.78044,21.82012,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.722222222222221,1100.8737373737374,31.62914446462159,54.06730051025459,22.0,1895.5,32.60656912879398,60.98337527431189,,,,,,,,,99.0,1.0,0.0,0.0
1608,250,25,Random,246,5271,363829,38076.61,19678.86,28255.21,14107.13,3320.37,2096.887,4,47,4422,553.2796,246.0404,365.0068,130.5622,80.66109,55.80052,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.426829268292682,1478.979674796748,37.04933291067666,63.152208940569885,11.75,1105.5,23.597869865435126,69.17898084441954,,,,,,,,,98.4,1.6,0.0,0.0
1609,300,25,Random,298,7722,526169,49339.96,26552.1,37377.63,20076.22,4027.855,2365.226,2,48,5516,213.3128,168.6136,118.1577,113.5785,40.36054,29.9803,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.91275167785235,1765.6677852348994,40.68957494087957,58.721726576552534,24.0,2758.0,53.24504671074591,74.28121625726514,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
1610,100,30,Random,96,492,37219,12938.7,3146.153,9253.216,1988.264,1262.37,436.7204,4,26,6012,587.1422,212.1992,386.1832,110.6218,90.40131,60.74063,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.125,387.6979166666667,15.366798828321237,34.595277137447816,6.5,1503.0,18.840716950680772,67.18998872914564,,,,,,,,,96.0,4.0,0.0,0.0
1611,150,30,Random,149,1397,111264,22947.02,8278.846,17126.41,5772.988,1954.217,875.0012,1,18,2015,191.5641,101.455,146.7545,63.98127,17.58021,15.14016,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.375838926174497,746.738255033557,25.15789849836711,44.775027543000604,18.0,2015.0,33.3994052121457,86.12047296363353,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
1612,200,30,Random,197,3161,241615,30043.15,13573.15,22127.41,9547.085,2651.823,1516.364,1,21,803,126.6708,68.92045,81.7383,37.92068,16.56019,12.8001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,24,36580,1096.065,802.7959,336.1582,92.46173,727.9771,710.3867,16.04568527918782,1226.472081218274,31.777909440255097,57.181946155531506,21.0,803.0,29.9364020753007,77.29440302315372,,,,,12.0,18290.0,8.435788935875154,97.58366025524705,98.5,0.5,0.0,1.0
1613,250,30,Random,246,5532,421878,39947.64,21487.71,30180.75,15707.09,3335.771,2116.967,4,104,13769,695.2494,398.0006,522.389,311.8774,70.64085,48.26036,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.48780487804878,1714.9512195121952,39.31919382471655,63.462599800765695,26.0,3442.25,44.8583486731524,68.31792086307003,,,,,,,,,98.4,1.6,0.0,0.0
1614,300,30,Random,273,6601,463480,44081.2,23836.39,33103.87,17539.27,3665.113,2215.086,12,291,93821,2254.093,1224.292,1421.385,629.3045,505.3842,421.6614,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,423,1681333,7641.833,6512.946,1483.928,826.0106,5907.912,5550.644,24.17948717948718,1697.7289377289378,39.78854931353956,60.43704518796555,24.25,7818.416666666667,27.91830239479915,83.43383113282924,,,,,28.2,112088.86666666667,10.809063741644184,93.95271967490375,91.0,4.0,0.0,5.0
1615,100,35,Random,100,495,33149,13012.67,3100.164,9096.635,2117.5,1314.891,377.4802,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,331.49,16.272602010194678,28.7080982378007,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1616,150,35,Random,145,1316,88708,21466.21,6942.404,15685.13,4650.245,1919.017,863.4014,1,4,479,165.2385,29.92049,117.8522,11.14007,17.90022,9.200021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,261543,2264.72,1929.034,353.9561,101.4216,1841.602,1813.338,9.075862068965517,611.7793103448275,21.66309283287548,44.991857810535286,4.0,479.0,6.74181259210172,51.39613367880395,,,,,7.0,65385.75,4.478328446783709,98.46524927753119,96.66666666666667,0.6666666666666667,0.0,2.666666666666667
1617,200,35,Random,192,2936,216758,29914.58,14066.63,22216.67,10278.79,2530.722,1384.363,3,38,2239,473.3307,130.2015,325.2415,62.52086,58.30076,36.32027,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,122,380313,2768.87,2422.985,731.4918,435.4254,1946.323,1935.369,15.291666666666666,1128.9479166666667,34.36046904218612,54.70229444403613,12.666666666666666,746.3333333333334,13.208705879420036,62.298107263095716,,,,,24.4,76062.6,15.725743714945088,99.43719516236513,96.0,1.5,0.0,2.5
1618,250,35,Random,246,5527,437003,40325.55,23056.4,30539.33,17454.97,3272.389,2082.967,4,76,18419,731.5135,416.2374,532.1066,286.4888,104.9816,84.50117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.46747967479675,1776.4349593495936,43.28513808243161,63.6527931123103,19.0,4604.75,39.1638431826617,80.49140992326275,,,,,,,,,98.4,1.6,0.0,0.0
1619,300,35,Random,281,6307,465559,43157.19,23913.57,31782.9,17410.0,3785.814,2392.808,8,177,70589,1325.928,847.8687,744.658,425.797,359.3569,307.8978,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,291,996147,5720.689,4918.96,1153.009,538.3844,4376.379,4321.129,22.444839857651246,1656.7935943060497,40.3409026398614,63.204584271704846,22.125,8823.625,32.11313133141467,85.68022486836902,,,,,26.454545454545453,90558.81818181818,9.411181065777216,98.73754078428765,93.66666666666667,2.666666666666667,0.0,3.6666666666666665
1620,100,40,Random,99,485,32420,14424.83,2798.319,10569.36,2008.149,1307.431,301.8603,1,7,589,126.6708,46.72088,80.37852,24.26036,18.48023,12.04009,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.898989898989899,327.47474747474746,13.921474291204818,23.088048241169133,7.0,589.0,19.152290819983765,65.15119130010828,,,,,,,,,99.0,1.0,0.0,0.0
1621,150,40,Random,150,1317,96371,21332.13,7409.936,15485.55,5146.664,1946.836,843.9014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,642.4733333333334,24.126348376838127,43.34732869127137,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1622,200,40,Random,197,2527,177866,30119.8,14169.47,22272.47,10098.74,2620.644,1409.583,3,35,2558,459.9478,147.6628,324.1419,98.82169,53.88066,30.62013,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.82741116751269,902.8730964467005,33.52857588695808,53.78765677444171,11.666666666666666,852.6666666666666,21.485414214395636,56.829537722811864,,,,,,,,,98.5,1.5,0.0,0.0
1623,250,40,Random,242,3909,285545,37402.11,18717.17,27728.38,13426.74,3222.188,1789.924,4,82,74467,964.855,625.8447,498.1066,203.9138,371.6967,353.3962,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,76,297845,2155.852,1910.348,469.2121,265.1613,1623.342,1611.928,16.15289256198347,1179.9380165289256,35.89834905036106,55.549955496079065,20.5,18616.75,21.134139326634575,95.07649650911617,,,,,19.0,74461.25,12.299605909867653,99.29688260391217,96.8,1.6,0.0,1.6
1624,300,40,Random,282,6301,464977,43685.54,24629.1,32268.39,17942.24,3781.554,2366.048,10,286,30927,1409.035,1056.836,918.3214,666.449,224.5232,206.1828,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,224,1084584,4231.898,3882.652,859.5242,619.3346,3233.991,3211.624,22.343971631205672,1648.854609929078,41.071347635853876,62.56813997631661,28.6,3092.7,47.298257317951645,91.83140094208527,,,,,28.0,135573.0,14.634913223333834,99.30837779078544,94.0,3.3333333333333335,0.0,2.666666666666667
1625,100,20,Random,100,706,65509,15383.8,4451.978,11487.19,2998.774,1315.171,540.5001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,655.09,19.49306413239902,41.097324986636714,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1626,150,20,Random,146,1709,119629,22067.69,8217.476,16181.54,5404.903,1957.197,985.6013,2,24,4554,343.8998,186.4727,224.1328,78.34142,70.06122,59.98099,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,29,42683,1098.421,900.6621,262.4427,95.98105,802.636,788.7236,11.705479452054794,819.3767123287671,24.492382301908357,50.357797401079196,12.0,2277.0,22.78030403041816,85.61225453967258,,,,,14.5,21341.5,8.738093135509972,98.26666135084896,97.33333333333334,1.3333333333333335,0.0,1.3333333333333335
1627,200,20,Random,188,3303,251069,29527.58,13890.88,21957.07,9827.618,2551.403,1494.983,2,44,7761,286.6676,131.8416,191.5519,76.80138,45.50066,30.36031,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,272,1592410,5113.94,4344.126,1216.755,611.4677,3735.193,3672.567,17.569148936170212,1335.473404255319,33.28284268470359,58.59454582439544,22.0,3880.5,26.79109184295679,66.72498816500682,,,,,27.2,159241.0,11.956880604778314,98.32335303691134,94.0,1.0,0.0,5.0
1628,250,20,Random,250,4833,307039,39345.99,18796.03,29384.59,13561.5,3309.409,1827.263,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.332,1228.156,34.46729895473465,55.21417872496267,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1629,300,20,Random,300,7861,542329,50003.79,26287.26,38084.96,19782.19,4007.055,2582.648,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.203333333333333,1807.7633333333333,39.561381247301455,64.45252186456139,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1630,100,25,Random,96,569,42138,13363.28,3327.686,9536.515,2142.93,1257.27,430.8601,2,14,12219,354.9422,160.6371,189.352,44.88065,110.1421,94.54178,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,55965,1139.087,947.0566,186.4128,41.34056,919.4518,904.5,5.927083333333333,438.9375,16.035958237797903,34.269496607729444,7.0,6109.5,12.644495357272254,85.83618797898352,,,,,7.0,27982.5,3.6292715130626547,98.37383536581254,96.0,2.0,0.0,2.0
1631,150,25,Random,145,1569,129102,22416.49,8541.889,16726.03,5925.7,1935.996,974.282,5,69,12688,887.9537,360.8112,628.2084,214.2234,124.3019,99.32132,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.820689655172414,890.3586206896551,26.434557774209967,50.32458744749473,13.8,2537.6,24.125514652396856,79.90329994955829,,,,,,,,,96.66666666666667,3.3333333333333335,0.0,0.0
1632,200,25,Random,198,3276,254297,30118.64,14459.92,22219.69,10350.54,2661.064,1454.803,2,24,3132,213.3328,116.5192,125.5564,65.88113,34.0604,20.8401,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.545454545454547,1284.328282828283,34.36589434317088,54.66997411561692,12.0,1566.0,30.881856892142228,61.185717137790505,,,,,,,,,99.0,1.0,0.0,0.0
1633,250,25,Random,250,5221,328556,39120.86,19608.37,29056.52,13905.71,3325.069,2006.125,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.884,1314.224,35.54551203628959,60.33333443606735,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1634,300,25,Random,297,7409,521111,47345.96,25889.86,35396.74,19003.05,4000.795,2560.291,3,69,10020,585.8622,335.4421,443.9667,227.3543,65.78093,48.94055,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.946127946127945,1754.5824915824917,40.13658187520118,63.994556081978715,23.0,3340.0,38.80678767123054,74.39929779040826,,,,,,,,,99.0,1.0,0.0,0.0
1635,100,30,Random,95,564,37621,14678.92,3334.305,10925.88,2332.56,1231.03,404.6802,1,2,351,126.6508,14.20014,84.1179,5.279996,17.38021,8.72001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,39,249999,2276.071,1783.314,481.8958,98.30149,1724.127,1685.068,5.936842105263158,396.0105263157895,15.890542355977141,32.87330121930416,2.0,351.0,4.168940109340012,50.17206351361692,,,,,9.75,62499.75,4.318911404784824,97.73456363713346,95.0,1.0,0.0,4.0
1636,150,30,Random,142,1374,116142,21622.43,8276.573,15987.19,5604.337,1875.715,943.7224,2,12,3216,279.046,69.80122,173.3949,14.18005,48.92074,30.18031,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,60,455617,3356.6,2468.957,409.3297,94.12125,2844.328,2351.947,9.67605633802817,817.9014084507043,25.919089575038516,50.31267543310152,6.0,1608.0,5.08161736774582,61.69225976549006,,,,,10.0,75936.16666666667,2.8040651254245366,82.68902180057997,94.66666666666667,1.3333333333333335,0.0,4.0
1637,200,30,Random,194,2715,199432,30044.31,13360.24,22255.97,9558.995,2569.702,1317.282,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,109,538942,3266.127,2664.647,923.3049,448.6738,2239.341,2198.943,13.994845360824742,1028.0,31.816323956183385,51.262052954000104,,,,,,,,,18.166666666666668,89823.66666666667,13.737181683382186,98.19598712299737,97.0,0.0,0.0,3.0
1638,250,30,Random,250,4904,368876,40509.36,21089.01,30465.61,15665.91,3354.029,1970.005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.616,1475.504,38.67232165603209,58.73547903133813,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1639,300,30,Random,293,7507,476031,47424.65,26235.07,35625.19,19174.95,3938.916,2536.21,7,228,20331,1282.25,740.9689,951.5127,492.1513,144.362,108.9412,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.621160409556314,1624.679180887372,40.43245443034371,64.3885271988537,32.57142857142857,2904.4285714285716,38.381852212907,75.46390324323575,,,,,,,,,97.66666666666667,2.3333333333333335,0.0,0.0
1640,100,35,Random,98,553,42304,13650.99,3728.284,9772.41,2714.015,1284.511,355.3199,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,41812,1171.038,891.4672,271.7044,43.84062,867.8601,847.6512,5.642857142857143,431.6734693877551,19.881451821442987,27.6618806689861,,,,,,,,,6.5,20906.0,3.743740168978291,97.67141040358925,98.0,0.0,0.0,2.0
1641,150,35,Random,150,1393,104913,22621.97,8099.223,16731.04,5824.85,1986.617,872.9011,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.286666666666667,699.42,25.748641696545437,43.939073309047494,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1642,200,35,Random,199,3175,267089,31354.49,15522.05,23432.95,11381.78,2640.502,1501.304,1,26,3144,191.5841,160.5375,149.3351,131.0512,16.14018,14.48014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.954773869346734,1342.1557788944724,36.3003193482018,56.856764357686544,26.0,3144.0,68.40400638675129,89.71486067689456,,,,,,,,,99.5,0.5,0.0,0.0
1643,250,35,Random,246,4338,312981,38475.25,19408.52,28619.71,13982.63,3287.649,1900.825,4,68,4950,723.5678,299.0152,540.6027,223.9967,70.94086,40.96018,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.634146341463413,1272.280487804878,36.34188211902457,57.81715140515304,17.0,1237.5,30.957250999837193,57.738488087119336,,,,,,,,,98.4,1.6,0.0,0.0
1644,300,35,Random,295,7742,511774,47385.24,27303.03,35570.62,20316.69,4041.457,2604.41,5,214,26844,1069.984,779.7493,807.3484,585.8541,119.0218,95.00122,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.24406779661017,1734.8271186440677,42.87556631558688,64.4423533394021,42.8,5368.8,54.75353837066723,79.81833580066845,,,,,,,,,98.33333333333333,1.6666666666666667,0.0,0.0
1645,100,40,Random,99,443,25719,12824.22,2546.073,8976.625,1714.419,1295.331,304.92,1,4,329,153.3359,17.0802,108.9937,7.259994,17.0002,8.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.474747474747475,259.7878787878788,13.368602534891014,23.53992917640356,4.0,329.0,4.734699440900663,48.822955024058544,,,,,,,,,99.0,1.0,0.0,0.0
1646,150,40,Random,148,1329,96273,22640.48,7866.229,16856.94,5498.966,1939.716,808.8608,2,13,2506,200.0105,90.7417,103.862,24.20017,41.20056,27.22024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.97972972972973,650.4932432432432,24.288204137014766,41.69996020035923,6.5,1253.0,12.099449778886608,66.06764568248586,,,,,,,,,98.66666666666667,1.3333333333333335,0.0,0.0
1647,200,40,Random,192,2433,191142,29582.26,12479.44,21882.3,8749.086,2555.103,1357.043,2,19,1270,306.6677,111.5822,181.0555,41.14056,65.86113,25.96022,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,87,438289,3393.416,2491.953,667.4021,243.4738,2625.108,2217.982,12.671875,995.53125,29.575448258517095,53.111087889607575,9.5,635.0,13.415354796087101,39.41660278224804,,,,,14.5,73048.16666666667,7.174888077382791,84.49107617667539,96.0,1.0,0.0,3.0
1648,250,40,Random,249,4314,305774,39077.61,19419.29,29129.64,13856.59,3329.089,2029.287,1,18,1204,273.3283,144.394,234.2132,109.4936,21.5203,18.80024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.325301204819276,1228.008032128514,35.459154231796674,60.9562255620081,18.0,1204.0,40.059371825017756,87.36049218644722,,,,,,,,,99.6,0.4,0.0,0.0
1649,300,40,Random,298,6605,486777,47767.92,26825.31,35776.5,19844.72,4004.837,2575.851,2,53,6934,433.3589,303.6312,340.8192,239.7245,35.18042,33.22038,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.164429530201343,1633.479865771812,41.544032061684916,64.31849785646708,26.5,3467.0,55.317774712830406,94.42860545724014,,,,,,,,,99.33333333333333,0.6666666666666667,0.0,0.0
1650,100,20,Random,100,700,56310,15270.43,4177.783,11319.38,2689.175,1324.011,547.0404,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,563.1,17.610342341374803,41.316907487928724,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1651,150,20,Random,143,2041,147580,21115.71,8693.247,15399.0,5853.511,1916.177,1046.762,1,12,4102,186.6631,96.0159,113.7729,32.86056,45.32085,35.60062,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,69,596296,3230.713,2559.205,661.4805,117.5416,2470.953,2424.539,14.272727272727273,1032.027972027972,27.721118541597704,54.62762573603587,12.0,4102.0,17.60420779468465,78.55241020413342,,,,,11.5,99382.66666666667,3.6382557039266565,98.12161542530352,95.33333333333334,0.6666666666666667,0.0,4.0
1652,200,20,Random,191,3721,239730,28608.15,13492.84,21130.14,9263.074,2563.003,1599.044,9,170,29803,1374.814,678.5509,900.9136,343.3055,232.4436,191.1427,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.48167539267016,1255.130890052356,32.37914370555244,62.38947047662449,18.88888888888889,3311.4444444444443,24.971050629394227,82.23186183659176,,,,,,,,,95.5,4.5,0.0,0.0
1653,250,20,Random,250,5528,370590,41834.22,20372.76,31865.08,15129.91,3374.431,1948.445,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.112,1482.36,36.16634898415699,57.741438482517495,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1654,300,20,Random,299,8561,511909,50054.07,25504.49,38103.14,18787.61,4050.497,2680.629,1,23,1364,180.0016,114.8127,136.4923,95.11605,17.0002,11.92008,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,28.632107023411372,1712.0702341137123,37.534630051062784,66.18024899166694,23.0,1364.0,52.84178029528627,70.11729273773251,,,,,,,,,99.66666666666667,0.33333333333333337,0.0,0.0
1655,100,25,Random,96,756,52596,14393.26,4471.081,10592.28,3143.26,1298.712,537.7607,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,20,260747,2283.478,1843.381,356.0701,39.48037,1863.11,1791.809,7.875,547.875,21.838416036394815,41.40723270440252,,,,,,,,,5.0,65186.75,1.7289577565450596,96.17301179211104,96.0,0.0,0.0,4.0
1656,150,25,Random,150,1732,145696,24428.68,9980.334,18497.34,7198.717,2001.578,1039.822,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.546666666666667,971.3066666666666,29.468301193515163,51.95011136213527,,,,,,,,,,,,,100.0,0.0,0.0,0.0
1657,200,25,Random,198,3349,239771,31371.87,14678.18,23450.2,10526.19,2657.203,1490.163,2,41,7532,470.3608,237.1333,376.3268,192.6739,42.7806,29.08028,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.914141414141415,1210.9646464646464,33.552956836809535,56.080133885141635,20.5,3766.0,40.96300116846472,67.97539071448273,,,,,,,,,99.0,1.0,0.0,0.0
1658,250,25,Random,248,5075,324537,40513.63,19210.83,30520.89,13573.24,3368.39,2118.366,2,24,1469,259.985,97.02184,170.4954,59.14097,33.28038,17.92003,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.463709677419356,1308.616935483871,33.50289766678523,62.88957038822702,12.0,734.5,22.747839298421063,53.84562916649389,,,,,,,,,99.2,0.8,0.0,0.0
1659,300,25,Random,293,8032,523709,46843.65,26007.61,35056.81,19080.82,4004.215,2558.331,7,264,38860,1428.215,929.5683,1062.232,667.2972,181.3828,158.9823,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,27.41296928327645,1787.4027303754267,40.73299155808738,63.890949911530726,37.714285714285715,5551.428571428572,46.722461254082894,87.65015205410877,,,,,,,,,97.66666666666667,2.3333333333333335,0.0,0.0
